ANYO;COD_PROV;NOM_PROV;COD_MUN;NOM_MUN;COD_CAUSA;DESC_CAUSA;COD_GENERO;DESC_GENERO;RANGO_EDAD;NUM_FALLECIDOS
2007;03;ALICANTE;009;ALCOY;11;RESTO DE ENFERMEDADES INFECCIOSAS VÍRICAS;H;HOMBRE;25 - 29;0
2007;03;ALICANTE;009;ALCOY;11;RESTO DE ENFERMEDADES INFECCIOSAS VÍRICAS;H;HOMBRE;30 - 34;0
2007;03;ALICANTE;009;ALCOY;11;RESTO DE ENFERMEDADES INFECCIOSAS VÍRICAS;H;HOMBRE;35 - 39;0
2007;03;ALICANTE;009;ALCOY;11;RESTO DE ENFERMEDADES INFECCIOSAS VÍRICAS;H;HOMBRE;40 - 44;0
2007;03;ALICANTE;009;ALCOY;11;RESTO DE ENFERMEDADES INFECCIOSAS VÍRICAS;H;HOMBRE;45 - 49;0
2007;03;ALICANTE;009;ALCOY;11;RESTO DE ENFERMEDADES INFECCIOSAS VÍRICAS;H;HOMBRE;50 - 54;0
2007;03;ALICANTE;009;ALCOY;11;RESTO DE ENFERMEDADES INFECCIOSAS VÍRICAS;H;HOMBRE;55 - 59 ;0
2007;03;ALICANTE;009;ALCOY;11;RESTO DE ENFERMEDADES INFECCIOSAS VÍRICAS;H;HOMBRE;60 - 64;0
2007;03;ALICANTE;009;ALCOY;11;RESTO DE ENFERMEDADES INFECCIOSAS VÍRICAS;H;HOMBRE;65 - 69;0
2007;03;ALICANTE;009;ALCOY;11;RESTO DE ENFERMEDADES INFECCIOSAS VÍRICAS;H;HOMBRE;70 - 74;1
2007;03;ALICANTE;009;ALCOY;11;RESTO DE ENFERMEDADES INFECCIOSAS VÍRICAS;H;HOMBRE;75 - 79;0
2007;03;ALICANTE;009;ALCOY;11;RESTO DE ENFERMEDADES INFECCIOSAS VÍRICAS;H;HOMBRE;80 - 84;0
2007;03;ALICANTE;009;ALCOY;13;TUMOR MALIGNO DE CAVIDAD BUCAL Y DE FARINGE;H;HOMBRE;> 84;0
2007;03;ALICANTE;009;ALCOY;13;TUMOR MALIGNO DE CAVIDAD BUCAL Y DE FARINGE;H;HOMBRE;0;0
2007;03;ALICANTE;009;ALCOY;13;TUMOR MALIGNO DE CAVIDAD BUCAL Y DE FARINGE;H;HOMBRE;01 - 04;0
2007;03;ALICANTE;009;ALCOY;13;TUMOR MALIGNO DE CAVIDAD BUCAL Y DE FARINGE;H;HOMBRE;05 - 09;0
2007;03;ALICANTE;009;ALCOY;13;TUMOR MALIGNO DE CAVIDAD BUCAL Y DE FARINGE;H;HOMBRE;10 - 14;0
2007;03;ALICANTE;009;ALCOY;13;TUMOR MALIGNO DE CAVIDAD BUCAL Y DE FARINGE;H;HOMBRE;15 - 19;0
2007;03;ALICANTE;009;ALCOY;13;TUMOR MALIGNO DE CAVIDAD BUCAL Y DE FARINGE;H;HOMBRE;20 - 24;0
2007;03;ALICANTE;009;ALCOY;13;TUMOR MALIGNO DE CAVIDAD BUCAL Y DE FARINGE;H;HOMBRE;25 - 29;0
2007;03;ALICANTE;009;ALCOY;13;TUMOR MALIGNO DE CAVIDAD BUCAL Y DE FARINGE;H;HOMBRE;30 - 34;0
2007;03;ALICANTE;009;ALCOY;13;TUMOR MALIGNO DE CAVIDAD BUCAL Y DE FARINGE;H;HOMBRE;35 - 39;0
2007;03;ALICANTE;009;ALCOY;13;TUMOR MALIGNO DE CAVIDAD BUCAL Y DE FARINGE;H;HOMBRE;40 - 44;1
2007;03;ALICANTE;009;ALCOY;13;TUMOR MALIGNO DE CAVIDAD BUCAL Y DE FARINGE;H;HOMBRE;45 - 49;0
2007;03;ALICANTE;009;ALCOY;13;TUMOR MALIGNO DE CAVIDAD BUCAL Y DE FARINGE;H;HOMBRE;50 - 54;0
2007;03;ALICANTE;009;ALCOY;13;TUMOR MALIGNO DE CAVIDAD BUCAL Y DE FARINGE;H;HOMBRE;55 - 59 ;0
2007;03;ALICANTE;009;ALCOY;13;TUMOR MALIGNO DE CAVIDAD BUCAL Y DE FARINGE;H;HOMBRE;60 - 64;1
2007;03;ALICANTE;009;ALCOY;13;TUMOR MALIGNO DE CAVIDAD BUCAL Y DE FARINGE;H;HOMBRE;65 - 69;0
2007;03;ALICANTE;009;ALCOY;13;TUMOR MALIGNO DE CAVIDAD BUCAL Y DE FARINGE;H;HOMBRE;70 - 74;0
2007;03;ALICANTE;009;ALCOY;13;TUMOR MALIGNO DE CAVIDAD BUCAL Y DE FARINGE;H;HOMBRE;75 - 79;0
2007;03;ALICANTE;009;ALCOY;13;TUMOR MALIGNO DE CAVIDAD BUCAL Y DE FARINGE;H;HOMBRE;80 - 84;0
2007;03;ALICANTE;009;ALCOY;14;TUMOR MALIGNO DE ESÓFAGO;H;HOMBRE;> 84;0
2007;03;ALICANTE;009;ALCOY;14;TUMOR MALIGNO DE ESÓFAGO;H;HOMBRE;0;0
2007;03;ALICANTE;009;ALCOY;14;TUMOR MALIGNO DE ESÓFAGO;H;HOMBRE;01 - 04;0
2007;03;ALICANTE;009;ALCOY;14;TUMOR MALIGNO DE ESÓFAGO;H;HOMBRE;05 - 09;0
2007;03;ALICANTE;009;ALCOY;14;TUMOR MALIGNO DE ESÓFAGO;H;HOMBRE;10 - 14;0
2007;03;ALICANTE;009;ALCOY;14;TUMOR MALIGNO DE ESÓFAGO;H;HOMBRE;15 - 19;0
2007;03;ALICANTE;009;ALCOY;14;TUMOR MALIGNO DE ESÓFAGO;H;HOMBRE;20 - 24;0
2007;03;ALICANTE;009;ALCOY;14;TUMOR MALIGNO DE ESÓFAGO;H;HOMBRE;25 - 29;0
2007;03;ALICANTE;009;ALCOY;14;TUMOR MALIGNO DE ESÓFAGO;H;HOMBRE;30 - 34;0
2007;03;ALICANTE;009;ALCOY;14;TUMOR MALIGNO DE ESÓFAGO;H;HOMBRE;35 - 39;0
2007;03;ALICANTE;009;ALCOY;14;TUMOR MALIGNO DE ESÓFAGO;H;HOMBRE;40 - 44;0
2007;03;ALICANTE;009;ALCOY;14;TUMOR MALIGNO DE ESÓFAGO;H;HOMBRE;45 - 49;0
2007;03;ALICANTE;009;ALCOY;14;TUMOR MALIGNO DE ESÓFAGO;H;HOMBRE;50 - 54;0
2007;03;ALICANTE;009;ALCOY;14;TUMOR MALIGNO DE ESÓFAGO;H;HOMBRE;55 - 59 ;0
2007;03;ALICANTE;009;ALCOY;14;TUMOR MALIGNO DE ESÓFAGO;H;HOMBRE;60 - 64;0
2007;03;ALICANTE;009;ALCOY;14;TUMOR MALIGNO DE ESÓFAGO;H;HOMBRE;65 - 69;0
2007;03;ALICANTE;009;ALCOY;14;TUMOR MALIGNO DE ESÓFAGO;H;HOMBRE;70 - 74;0
2007;03;ALICANTE;009;ALCOY;14;TUMOR MALIGNO DE ESÓFAGO;H;HOMBRE;75 - 79;1
2007;03;ALICANTE;009;ALCOY;14;TUMOR MALIGNO DE ESÓFAGO;H;HOMBRE;80 - 84;0
2007;03;ALICANTE;009;ALCOY;15;TUMOR MALIGNO DE ESTÓMAGO;H;HOMBRE;> 84;0
2007;03;ALICANTE;009;ALCOY;15;TUMOR MALIGNO DE ESTÓMAGO;H;HOMBRE;0;0
2007;03;ALICANTE;009;ALCOY;15;TUMOR MALIGNO DE ESTÓMAGO;H;HOMBRE;01 - 04;0
2007;03;ALICANTE;009;ALCOY;15;TUMOR MALIGNO DE ESTÓMAGO;H;HOMBRE;05 - 09;0
2007;03;ALICANTE;009;ALCOY;15;TUMOR MALIGNO DE ESTÓMAGO;H;HOMBRE;10 - 14;0
2007;03;ALICANTE;009;ALCOY;15;TUMOR MALIGNO DE ESTÓMAGO;H;HOMBRE;15 - 19;0
2007;03;ALICANTE;009;ALCOY;15;TUMOR MALIGNO DE ESTÓMAGO;H;HOMBRE;20 - 24;0
2007;03;ALICANTE;009;ALCOY;15;TUMOR MALIGNO DE ESTÓMAGO;H;HOMBRE;25 - 29;0
2007;03;ALICANTE;009;ALCOY;15;TUMOR MALIGNO DE ESTÓMAGO;H;HOMBRE;30 - 34;0
2007;03;ALICANTE;009;ALCOY;15;TUMOR MALIGNO DE ESTÓMAGO;H;HOMBRE;35 - 39;0
2007;03;ALICANTE;009;ALCOY;15;TUMOR MALIGNO DE ESTÓMAGO;H;HOMBRE;40 - 44;0
2007;03;ALICANTE;009;ALCOY;15;TUMOR MALIGNO DE ESTÓMAGO;H;HOMBRE;45 - 49;0
2007;03;ALICANTE;009;ALCOY;15;TUMOR MALIGNO DE ESTÓMAGO;H;HOMBRE;50 - 54;0
2007;03;ALICANTE;009;ALCOY;15;TUMOR MALIGNO DE ESTÓMAGO;H;HOMBRE;55 - 59 ;0
2007;03;ALICANTE;009;ALCOY;15;TUMOR MALIGNO DE ESTÓMAGO;H;HOMBRE;60 - 64;1
2007;03;ALICANTE;009;ALCOY;15;TUMOR MALIGNO DE ESTÓMAGO;H;HOMBRE;65 - 69;0
2007;03;ALICANTE;009;ALCOY;15;TUMOR MALIGNO DE ESTÓMAGO;H;HOMBRE;70 - 74;2
2007;03;ALICANTE;009;ALCOY;15;TUMOR MALIGNO DE ESTÓMAGO;H;HOMBRE;75 - 79;2
2007;03;ALICANTE;009;ALCOY;15;TUMOR MALIGNO DE ESTÓMAGO;H;HOMBRE;80 - 84;0
2007;03;ALICANTE;009;ALCOY;15;TUMOR MALIGNO DE ESTÓMAGO;M;MUJER;> 84;1
2007;03;ALICANTE;009;ALCOY;15;TUMOR MALIGNO DE ESTÓMAGO;M;MUJER;0;0
2007;03;ALICANTE;009;ALCOY;15;TUMOR MALIGNO DE ESTÓMAGO;M;MUJER;01 - 04;0
2007;03;ALICANTE;009;ALCOY;15;TUMOR MALIGNO DE ESTÓMAGO;M;MUJER;05 - 09;0
2007;03;ALICANTE;009;ALCOY;15;TUMOR MALIGNO DE ESTÓMAGO;M;MUJER;10 - 14;0
2007;03;ALICANTE;009;ALCOY;15;TUMOR MALIGNO DE ESTÓMAGO;M;MUJER;15 - 19;0
2007;03;ALICANTE;009;ALCOY;15;TUMOR MALIGNO DE ESTÓMAGO;M;MUJER;20 - 24;0
2007;03;ALICANTE;009;ALCOY;15;TUMOR MALIGNO DE ESTÓMAGO;M;MUJER;25 - 29;0
2007;03;ALICANTE;009;ALCOY;15;TUMOR MALIGNO DE ESTÓMAGO;M;MUJER;30 - 34;0
2007;03;ALICANTE;009;ALCOY;15;TUMOR MALIGNO DE ESTÓMAGO;M;MUJER;35 - 39;0
2007;03;ALICANTE;009;ALCOY;15;TUMOR MALIGNO DE ESTÓMAGO;M;MUJER;40 - 44;0
2007;03;ALICANTE;009;ALCOY;15;TUMOR MALIGNO DE ESTÓMAGO;M;MUJER;45 - 49;0
2007;03;ALICANTE;009;ALCOY;15;TUMOR MALIGNO DE ESTÓMAGO;M;MUJER;50 - 54;1
2007;03;ALICANTE;009;ALCOY;15;TUMOR MALIGNO DE ESTÓMAGO;M;MUJER;55 - 59 ;0
2007;03;ALICANTE;009;ALCOY;15;TUMOR MALIGNO DE ESTÓMAGO;M;MUJER;60 - 64;0
2007;03;ALICANTE;009;ALCOY;15;TUMOR MALIGNO DE ESTÓMAGO;M;MUJER;65 - 69;0
2007;03;ALICANTE;009;ALCOY;15;TUMOR MALIGNO DE ESTÓMAGO;M;MUJER;70 - 74;0
2007;03;ALICANTE;009;ALCOY;15;TUMOR MALIGNO DE ESTÓMAGO;M;MUJER;75 - 79;1
2007;03;ALICANTE;009;ALCOY;15;TUMOR MALIGNO DE ESTÓMAGO;M;MUJER;80 - 84;1
2007;03;ALICANTE;009;ALCOY;17;TUMOR MALIGNO DE INTESTINO GRUESO;H;HOMBRE;> 84;2
2007;03;ALICANTE;009;ALCOY;17;TUMOR MALIGNO DE INTESTINO GRUESO;H;HOMBRE;0;0
2007;03;ALICANTE;009;ALCOY;17;TUMOR MALIGNO DE INTESTINO GRUESO;H;HOMBRE;01 - 04;0
2007;03;ALICANTE;009;ALCOY;17;TUMOR MALIGNO DE INTESTINO GRUESO;H;HOMBRE;05 - 09;0
2007;03;ALICANTE;009;ALCOY;17;TUMOR MALIGNO DE INTESTINO GRUESO;H;HOMBRE;10 - 14;0
2007;03;ALICANTE;009;ALCOY;17;TUMOR MALIGNO DE INTESTINO GRUESO;H;HOMBRE;15 - 19;0
2007;03;ALICANTE;009;ALCOY;17;TUMOR MALIGNO DE INTESTINO GRUESO;H;HOMBRE;20 - 24;0
2007;03;ALICANTE;009;ALCOY;17;TUMOR MALIGNO DE INTESTINO GRUESO;H;HOMBRE;25 - 29;0
2007;03;ALICANTE;009;ALCOY;17;TUMOR MALIGNO DE INTESTINO GRUESO;H;HOMBRE;30 - 34;0
2007;03;ALICANTE;009;ALCOY;17;TUMOR MALIGNO DE INTESTINO GRUESO;H;HOMBRE;35 - 39;0
2007;03;ALICANTE;009;ALCOY;17;TUMOR MALIGNO DE INTESTINO GRUESO;H;HOMBRE;40 - 44;0
2007;03;ALICANTE;009;ALCOY;17;TUMOR MALIGNO DE INTESTINO GRUESO;H;HOMBRE;45 - 49;0
2007;03;ALICANTE;009;ALCOY;17;TUMOR MALIGNO DE INTESTINO GRUESO;H;HOMBRE;50 - 54;0
2007;03;ALICANTE;009;ALCOY;17;TUMOR MALIGNO DE INTESTINO GRUESO;H;HOMBRE;55 - 59 ;0
2007;03;ALICANTE;009;ALCOY;17;TUMOR MALIGNO DE INTESTINO GRUESO;H;HOMBRE;60 - 64;0
2007;03;ALICANTE;009;ALCOY;17;TUMOR MALIGNO DE INTESTINO GRUESO;H;HOMBRE;65 - 69;2
2007;03;ALICANTE;009;ALCOY;17;TUMOR MALIGNO DE INTESTINO GRUESO;H;HOMBRE;70 - 74;2
2007;03;ALICANTE;009;ALCOY;17;TUMOR MALIGNO DE INTESTINO GRUESO;H;HOMBRE;75 - 79;3
2007;03;ALICANTE;009;ALCOY;17;TUMOR MALIGNO DE INTESTINO GRUESO;H;HOMBRE;80 - 84;2
2007;03;ALICANTE;009;ALCOY;17;TUMOR MALIGNO DE INTESTINO GRUESO;M;MUJER;> 84;7
2007;03;ALICANTE;009;ALCOY;17;TUMOR MALIGNO DE INTESTINO GRUESO;M;MUJER;0;0
2007;03;ALICANTE;009;ALCOY;17;TUMOR MALIGNO DE INTESTINO GRUESO;M;MUJER;01 - 04;0
2007;03;ALICANTE;009;ALCOY;17;TUMOR MALIGNO DE INTESTINO GRUESO;M;MUJER;05 - 09;0
2007;03;ALICANTE;009;ALCOY;17;TUMOR MALIGNO DE INTESTINO GRUESO;M;MUJER;10 - 14;0
2007;03;ALICANTE;009;ALCOY;17;TUMOR MALIGNO DE INTESTINO GRUESO;M;MUJER;15 - 19;0
2007;03;ALICANTE;009;ALCOY;17;TUMOR MALIGNO DE INTESTINO GRUESO;M;MUJER;20 - 24;0
2007;03;ALICANTE;009;ALCOY;17;TUMOR MALIGNO DE INTESTINO GRUESO;M;MUJER;25 - 29;0
2007;03;ALICANTE;009;ALCOY;17;TUMOR MALIGNO DE INTESTINO GRUESO;M;MUJER;30 - 34;0
2007;03;ALICANTE;009;ALCOY;17;TUMOR MALIGNO DE INTESTINO GRUESO;M;MUJER;35 - 39;0
2007;03;ALICANTE;009;ALCOY;17;TUMOR MALIGNO DE INTESTINO GRUESO;M;MUJER;40 - 44;0
2007;03;ALICANTE;009;ALCOY;17;TUMOR MALIGNO DE INTESTINO GRUESO;M;MUJER;45 - 49;0
2007;03;ALICANTE;009;ALCOY;17;TUMOR MALIGNO DE INTESTINO GRUESO;M;MUJER;50 - 54;0
2007;03;ALICANTE;009;ALCOY;17;TUMOR MALIGNO DE INTESTINO GRUESO;M;MUJER;55 - 59 ;0
2007;03;ALICANTE;009;ALCOY;17;TUMOR MALIGNO DE INTESTINO GRUESO;M;MUJER;60 - 64;1
2007;03;ALICANTE;009;ALCOY;17;TUMOR MALIGNO DE INTESTINO GRUESO;M;MUJER;65 - 69;0
2007;03;ALICANTE;009;ALCOY;17;TUMOR MALIGNO DE INTESTINO GRUESO;M;MUJER;70 - 74;0
2007;03;ALICANTE;009;ALCOY;17;TUMOR MALIGNO DE INTESTINO GRUESO;M;MUJER;75 - 79;1
2007;03;ALICANTE;009;ALCOY;17;TUMOR MALIGNO DE INTESTINO GRUESO;M;MUJER;80 - 84;2
2007;03;ALICANTE;009;ALCOY;18;TUMOR MALIGNO DE RECTO;H;HOMBRE;> 84;1
2007;03;ALICANTE;009;ALCOY;18;TUMOR MALIGNO DE RECTO;H;HOMBRE;0;0
2007;03;ALICANTE;009;ALCOY;18;TUMOR MALIGNO DE RECTO;H;HOMBRE;01 - 04;0
